,users_cnt,num_requests,response_time,min_cpu_percent,med_cpu_percent,max_cpu_percent,min_ram_percent,med_ram_percent,max_ram_percent
0,10000.0,63801.0,958.5638333372806,9.387277353689568,15.871713554987211,17.77618556701031,3.922653198242188,6.11572265625,6.226348876953125
1,10000.0,61338.0,976.2611608608512,7.131818181818182,16.378030038102196,17.03468030690537,4.52423095703125,6.241035461425781,6.352996826171875
2,10000.0,64176.0,969.4560389208468,7.441725888324872,15.95855433543976,20.379692307692306,4.7756195068359375,6.235122680664063,6.330108642578125
3,10000.0,64042.0,969.268818139449,4.248121827411167,15.796581632653062,19.331195928753186,4.825210571289063,6.229209899902344,6.351470947265625
4,10000.0,62280.0,954.2943573329862,9.886091370558376,15.546641048824592,22.429743589743588,4.123306274414063,6.2923431396484375,6.3808441162109375
5,10000.0,61615.0,982.7925497965756,6.825924050632912,14.916061042737706,18.904859335038363,3.701019287109375,6.263542175292969,6.35833740234375
6,10000.0,66037.0,984.040824995408,4.958984771573604,14.117455470737912,18.127531806615774,3.873443603515625,6.241989135742188,6.3541412353515625
7,10000.0,62859.0,978.068762211698,9.094811083123426,15.363421135697491,17.487877237851663,4.653167724609375,6.224632263183594,6.3159942626953125
8,10000.0,63168.0,989.6420747979024,6.922835443037974,17.546412213740457,19.559690721649485,4.816436767578125,6.270599365234375,6.380462646484375
9,10000.0,62641.0,992.7939327916624,6.76705289672544,14.985845571614936,19.144757033248084,3.9455413818359375,6.259727478027344,6.380462646484375
10,10000.0,63444.0,978.361080188454,6.467373737373737,13.836272549785242,19.5490537084399,3.913116455078125,6.239509582519531,6.368255615234375
11,10000.0,63897.0,1006.7887798305604,6.26020202020202,14.822721833721832,19.05816326530612,3.91387939453125,6.284141540527344,6.428146362304688
12,10000.0,62570.0,969.23043918639,7.005597964376591,15.253443704730483,17.508849104859333,4.1126251220703125,6.306076049804688,6.389617919921875
13,10000.0,63558.0,973.9612285981686,11.107746835443038,15.705547073791347,18.880410256410254,4.20074462890625,6.265640258789063,6.3812255859375
14,10000.0,63015.0,985.5626034419338,7.761717171717172,15.706428571428573,19.207794871794874,4.493331909179688,6.23016357421875,6.336593627929688
